Time(s),Count,PeakQueue(%),AvgLatency(us),AttacksTotal
6.2,0,0.00,0.00,0
6.3,0,0.00,0.00,0
6.4,0,0.00,0.00,0
6.5,0,0.00,0.00,0
6.6,0,0.00,0.00,0
6.7,0,0.00,0.00,0
6.8,0,0.00,0.00,0
6.9,1724,0.10,14.74,0
7.0,0,0.00,0.00,0
7.1,0,0.00,0.00,0
7.2,1000,100.00,1269.98,1000
7.3,0,0.00,0.00,1000
7.4,0,0.00,0.00,1000
7.5,0,0.00,0.00,1000
7.6,0,0.00,0.00,1000
7.7,1724,0.10,13.91,1000
7.8,0,0.00,0.00,1000
7.9,0,0.00,0.00,1000
8.0,0,0.00,0.00,1000
8.1,0,0.00,0.00,1000
8.2,0,0.00,0.00,1000
8.3,0,0.00,0.00,1000
8.4,692,0.10,12.61,1000
8.5,1032,0.10,14.56,1000
8.6,0,0.00,0.00,1000
8.7,0,0.00,0.00,1000
8.8,0,0.00,0.00,1000
8.9,0,0.00,0.00,1000
9.0,0,0.00,0.00,1000
9.1,0,0.00,0.00,1000
9.2,1724,0.10,12.95,1000
9.3,0,0.00,0.00,1000
9.4,0,0.00,0.00,1000
9.5,0,0.00,0.00,1000
9.6,0,0.00,0.00,1000
9.7,0,0.00,0.00,1000
9.8,0,0.00,0.00,1000
9.9,1418,0.10,14.03,1000
10.0,306,0.10,13.80,1000
10.1,0,0.00,0.00,1000
10.2,0,0.00,0.00,1000
10.3,0,0.00,0.00,1000
10.4,0,0.00,0.00,1000
10.5,0,0.00,0.00,1000
10.6,0,0.00,0.00,1000
10.7,1724,0.10,14.34,1000
10.8,0,0.00,0.00,1000
10.9,0,0.00,0.00,1000
11.0,0,0.00,0.00,1000
11.1,0,0.00,0.00,1000
11.2,0,0.00,0.00,1000
11.3,0,0.00,0.00,1000
11.4,1474,0.10,13.19,1000
11.5,250,0.10,14.52,1000
11.6,0,0.00,0.00,1000
11.7,0,0.00,0.00,1000
11.8,0,0.00,0.00,1000
11.9,0,0.00,0.00,1000
12.0,0,0.00,0.00,1000
12.1,0,0.00,0.00,1000
12.2,1724,0.10,13.78,1000
12.3,0,0.00,0.00,1000
12.4,0,0.00,0.00,1000
12.5,0,0.00,0.00,1000
12.6,0,0.00,0.00,1000
12.7,0,0.00,0.00,1000
12.8,0,0.00,0.00,1000
12.9,0,0.00,0.00,1000
13.0,1724,0.10,13.37,1000
13.1,0,0.00,0.00,1000
13.2,0,0.00,0.00,1000
13.3,0,0.00,0.00,1000
13.4,0,0.00,0.00,1000
13.5,0,0.00,0.00,1000
13.6,0,0.00,0.00,1000
13.7,0,0.00,0.00,1000
13.8,710,0.10,27.22,1000
13.9,1014,0.10,15.56,1000
14.0,0,0.00,0.00,1000
14.1,0,0.00,0.00,1000
14.2,0,0.00,0.00,1000
14.3,0,0.00,0.00,1000
14.4,0,0.00,0.00,1000
14.5,0,0.00,0.00,1000
14.6,1429,0.10,13.68,1000
14.7,295,0.10,14.89,1000
14.8,0,0.00,0.00,1000
14.9,0,0.00,0.00,1000
15.0,0,0.00,0.00,1000
15.1,0,0.00,0.00,1000
15.2,0,0.00,0.00,1000
15.3,0,0.00,0.00,1000
15.4,1724,0.10,13.35,1000
15.5,0,0.00,0.00,1000
15.6,0,0.00,0.00,1000
15.7,0,0.00,0.00,1000
15.8,0,0.00,0.00,1000
15.9,0,0.00,0.00,1000
16.0,0,0.00,0.00,1000
16.1,0,0.00,0.00,1000
16.2,1724,0.10,13.69,1000
16.3,0,0.00,0.00,1000
16.4,0,0.00,0.00,1000
16.5,0,0.00,0.00,1000
16.6,0,0.00,0.00,1000
16.7,0,0.00,0.00,1000
16.8,0,0.00,0.00,1000
16.9,0,0.00,0.00,1000
17.0,1724,0.10,13.13,1000
17.1,0,0.00,0.00,1000
17.2,0,0.00,0.00,1000
17.3,0,0.00,0.00,1000
17.4,0,0.00,0.00,1000
17.5,0,0.00,0.00,1000
17.6,0,0.00,0.00,1000
17.7,1724,0.10,12.87,1000
17.8,0,0.00,0.00,1000
17.9,0,0.00,0.00,1000
18.0,0,0.00,0.00,1000
18.1,0,0.00,0.00,1000
18.2,0,0.00,0.00,1000
18.3,0,0.00,0.00,1000
18.4,0,0.00,0.00,1000
18.5,1724,0.10,13.21,1000
18.6,0,0.00,0.00,1000
18.7,0,0.00,0.00,1000
18.8,0,0.00,0.00,1000
18.9,0,0.00,0.00,1000
19.0,0,0.00,0.00,1000
19.1,0,0.00,0.00,1000
19.2,1724,0.10,12.85,1000
19.3,0,0.00,0.00,1000
19.4,0,0.00,0.00,1000
19.5,0,0.00,0.00,1000
19.6,0,0.00,0.00,1000
19.7,0,0.00,0.00,1000
19.8,0,0.00,0.00,1000
19.9,0,0.00,0.00,1000
20.0,1724,0.10,13.57,1000
20.1,0,0.00,0.00,1000
20.2,0,0.00,0.00,1000
20.3,0,0.00,0.00,1000
20.4,0,0.00,0.00,1000
20.5,0,0.00,0.00,1000
20.6,0,0.00,0.00,1000
20.7,1368,0.10,13.53,1000
20.8,356,0.10,13.22,1000
20.9,0,0.00,0.00,1000
21.0,0,0.00,0.00,1000
21.1,0,0.00,0.00,1000
21.2,0,0.00,0.00,1000
21.3,0,0.00,0.00,1000
21.4,0,0.00,0.00,1000
21.5,1724,0.30,18.63,1000
21.6,0,0.00,0.00,1000
21.7,0,0.00,0.00,1000
21.8,0,0.00,0.00,1000
21.9,0,0.00,0.00,1000
22.0,0,0.00,0.00,1000
22.1,0,0.00,0.00,1000
22.2,1724,0.10,12.74,1000
22.3,0,0.00,0.00,1000
22.4,0,0.00,0.00,1000
22.5,0,0.00,0.00,1000
22.6,0,0.00,0.00,1000
22.7,0,0.00,0.00,1000
22.8,0,0.00,0.00,1000
22.9,485,0.10,13.42,1000
23.0,1239,0.10,13.15,1000
23.1,0,0.00,0.00,1000
23.2,0,0.00,0.00,1000
23.3,0,0.00,0.00,1000
23.4,0,0.00,0.00,1000
23.5,0,0.00,0.00,1000
23.6,0,0.00,0.00,1000
23.7,1724,0.10,13.80,1000
23.8,0,0.00,0.00,1000
23.9,0,0.00,0.00,1000
24.0,0,0.00,0.00,1000
24.1,0,0.00,0.00,1000
24.2,0,0.00,0.00,1000
24.3,0,0.00,0.00,1000
24.4,0,0.00,0.00,1000
24.5,0,0.00,0.00,1000
24.6,0,0.00,0.00,1000
24.7,1703,0.10,11.59,1000
24.8,0,0.00,0.00,1000
24.9,0,0.00,0.00,1000
25.0,0,0.00,0.00,1000
25.1,0,0.00,0.00,1000
25.2,0,0.00,0.00,1000
25.3,0,0.00,0.00,1000
