Time(s),Count,PeakQueue(%),AvgLatency(us),AttacksTotal
6.2,0,0.00,0.00,0
6.3,1724,17.24,2516.87,0
6.4,0,0.00,0.00,0
6.5,0,0.00,0.00,0
6.6,0,0.00,0.00,0
6.7,0,0.00,0.00,0
6.8,0,0.00,0.00,0
6.9,0,0.00,0.00,0
7.0,0,0.00,0.00,0
7.1,0,0.00,0.00,0
7.2,1724,17.24,2400.96,0
7.3,0,0.00,0.00,0
7.4,0,0.00,0.00,0
7.5,0,0.00,0.00,0
7.6,0,0.00,0.00,0
7.7,0,0.00,0.00,0
7.8,0,0.00,0.00,0
7.9,0,0.00,0.00,0
8.0,1724,17.24,2275.82,0
8.1,0,0.00,0.00,0
8.2,0,0.00,0.00,0
8.3,0,0.00,0.00,0
8.4,0,0.00,0.00,0
8.5,0,0.00,0.00,0
8.6,0,0.00,0.00,0
8.7,0,0.00,0.00,0
8.8,0,0.00,0.00,0
8.9,1724,17.24,1999.47,0
9.0,0,0.00,0.00,0
9.1,0,0.00,0.00,0
9.2,0,0.00,0.00,0
9.3,0,0.00,0.00,0
9.4,0,0.00,0.00,0
9.5,0,0.00,0.00,0
9.6,0,0.00,0.00,0
9.7,1724,17.24,2159.34,0
9.8,0,0.00,0.00,0
9.9,0,0.00,0.00,0
10.0,0,0.00,0.00,0
10.1,0,0.00,0.00,0
10.2,0,0.00,0.00,0
10.3,0,0.00,0.00,0
10.4,0,0.00,0.00,0
10.5,1724,17.24,2092.00,0
10.6,0,0.00,0.00,0
10.7,0,0.00,0.00,0
10.8,0,0.00,0.00,0
10.9,0,0.00,0.00,0
11.0,0,0.00,0.00,0
11.1,0,0.00,0.00,0
11.2,0,0.00,0.00,0
11.3,1724,17.24,3729.12,0
11.4,0,0.00,0.00,0
11.5,0,0.00,0.00,0
11.6,0,0.00,0.00,0
11.7,0,0.00,0.00,0
11.8,0,0.00,0.00,0
11.9,0,0.00,0.00,0
12.0,0,0.00,0.00,0
12.1,0,0.00,0.00,0
12.2,1724,17.24,2006.99,0
12.3,0,0.00,0.00,0
12.4,0,0.00,0.00,0
12.5,0,0.00,0.00,0
12.6,0,0.00,0.00,0
12.7,0,0.00,0.00,0
12.8,0,0.00,0.00,0
12.9,0,0.00,0.00,0
13.0,1724,17.24,2697.07,0
13.1,0,0.00,0.00,0
13.2,0,0.00,0.00,0
13.3,0,0.00,0.00,0
13.4,0,0.00,0.00,0
13.5,0,0.00,0.00,0
13.6,0,0.00,0.00,0
13.7,0,0.00,0.00,0
13.8,1724,17.24,2763.21,0
13.9,0,0.00,0.00,0
14.0,0,0.00,0.00,0
14.1,0,0.00,0.00,0
14.2,0,0.00,0.00,0
14.3,0,0.00,0.00,0
14.4,0,0.00,0.00,0
14.5,1724,17.24,2250.51,0
14.6,0,0.00,0.00,0
14.7,0,0.00,0.00,0
14.8,0,0.00,0.00,0
14.9,0,0.00,0.00,0
15.0,0,0.00,0.00,0
15.1,0,0.00,0.00,0
15.2,0,0.00,0.00,0
15.3,1724,17.24,2081.42,0
15.4,0,0.00,0.00,0
15.5,0,0.00,0.00,0
15.6,0,0.00,0.00,0
15.7,0,0.00,0.00,0
15.8,0,0.00,0.00,0
15.9,0,0.00,0.00,0
16.0,0,0.00,0.00,0
16.1,1724,17.24,1902.22,0
16.2,0,0.00,0.00,0
16.3,0,0.00,0.00,0
16.4,0,0.00,0.00,0
16.5,0,0.00,0.00,0
16.6,0,0.00,0.00,0
16.7,0,0.00,0.00,0
16.8,0,0.00,0.00,0
16.9,1724,17.24,1982.72,0
17.0,0,0.00,0.00,0
17.1,0,0.00,0.00,0
17.2,0,0.00,0.00,0
17.3,0,0.00,0.00,0
17.4,0,0.00,0.00,0
17.5,0,0.00,0.00,0
17.6,0,0.00,0.00,0
17.7,1724,17.24,1987.17,0
17.8,0,0.00,0.00,0
17.9,0,0.00,0.00,0
18.0,0,0.00,0.00,0
18.1,0,0.00,0.00,0
18.2,0,0.00,0.00,0
18.3,0,0.00,0.00,0
18.4,1724,17.24,2121.29,0
18.5,0,0.00,0.00,0
18.6,0,0.00,0.00,0
18.7,0,0.00,0.00,0
18.8,0,0.00,0.00,0
18.9,0,0.00,0.00,0
19.0,0,0.00,0.00,0
19.1,0,0.00,0.00,0
19.2,1724,17.24,2432.75,0
19.3,0,0.00,0.00,0
19.4,0,0.00,0.00,0
19.5,0,0.00,0.00,0
19.6,0,0.00,0.00,0
19.7,0,0.00,0.00,0
19.8,0,0.00,0.00,0
19.9,0,0.00,0.00,0
20.0,1724,17.24,2109.10,0
20.1,0,0.00,0.00,0
20.2,0,0.00,0.00,0
20.3,0,0.00,0.00,0
20.4,0,0.00,0.00,0
20.5,0,0.00,0.00,0
20.6,0,0.00,0.00,0
20.7,0,0.00,0.00,0
20.8,0,17.24,0.00,0
20.9,1724,0.00,2242.42,0
21.0,0,0.00,0.00,0
21.1,0,0.00,0.00,0
21.2,0,0.00,0.00,0
21.3,0,0.00,0.00,0
21.4,0,0.00,0.00,0
21.5,0,0.00,0.00,0
21.6,0,0.00,0.00,0
21.7,1724,17.24,2262.37,0
21.8,0,0.00,0.00,0
21.9,0,0.00,0.00,0
22.0,0,0.00,0.00,0
22.1,0,0.00,0.00,0
22.2,0,0.00,0.00,0
22.3,0,0.00,0.00,0
22.4,0,0.00,0.00,0
22.5,1724,17.24,1960.72,0
22.6,0,0.00,0.00,0
22.7,0,0.00,0.00,0
22.8,0,0.00,0.00,0
22.9,0,0.00,0.00,0
23.0,0,0.00,0.00,0
23.1,0,0.00,0.00,0
23.2,0,0.00,0.00,0
23.3,1724,17.24,6095.21,0
23.4,0,0.00,0.00,0
23.5,0,0.00,0.00,0
23.6,0,0.00,0.00,0
23.7,0,0.00,0.00,0
23.8,0,0.00,0.00,0
23.9,0,0.00,0.00,0
24.0,0,0.00,0.00,0
24.1,1724,10.07,2672.12,0
24.2,0,0.00,0.00,0
24.3,0,0.00,0.00,0
24.4,0,0.00,0.00,0
24.5,0,0.00,0.00,0
24.6,0,0.00,0.00,0
24.7,0,0.00,0.00,0
24.8,0,0.00,0.00,0
24.9,0,5.03,0.00,0
25.0,1724,12.21,1197.31,0
25.1,0,0.00,0.00,0
25.2,0,0.00,0.00,0
25.3,0,0.00,0.00,0
25.4,0,0.00,0.00,0
25.5,0,0.00,0.00,0
25.6,0,0.00,0.00,0
25.7,1724,17.24,1965.20,0
25.8,0,0.00,0.00,0
25.9,0,0.00,0.00,0
26.0,0,0.00,0.00,0
26.1,0,0.00,0.00,0
26.2,0,0.00,0.00,0
26.3,0,0.00,0.00,0
26.4,0,0.00,0.00,0
26.5,0,0.00,0.00,0
26.6,0,0.00,0.00,0
26.7,0,0.00,0.00,0
26.8,999,9.99,1069.27,0
26.9,0,0.00,0.00,0
27.0,0,0.00,0.00,0
27.1,0,0.00,0.00,0
27.2,0,0.00,0.00,0
27.3,0,0.00,0.00,0
27.4,0,0.00,0.00,0
27.5,0,0.00,0.00,0
27.6,0,0.00,0.00,0
27.7,0,0.00,0.00,0
27.8,0,0.00,0.00,0
27.9,0,0.00,0.00,0
28.0,0,0.00,0.00,0
28.1,0,0.00,0.00,0
28.2,0,0.00,0.00,0
28.3,0,0.00,0.00,0
28.4,0,0.00,0.00,0
28.5,0,0.00,0.00,0
28.6,0,0.00,0.00,0
28.7,0,0.00,0.00,0
